HATE_SPEECH,CLASS
"My manager @7FLyy new brand | PRE - ORDER NOW w/
 (404) 394-1570&#160;&#160;--&gt; @sevenflyy ""Red Lust"" &amp; ""Cherry White"" beanies http://t.co/LxjMBCTgJj",8
My mom didn't buy me Oreos she doesn't love me,8
My mom wants to buy a zebra like for reals,8
My nephew albino albinos have astigmatisms eye spasms partial blindness its not their faults,8
My nicca @Elijahfnbaby swear he can see me in madden lol,8
My nicca Drake gear game is all bad lol,8
My nig kkeldalegend took me out for some more of that good old New Orleans soul food! http://t.co/vCBKAcQBHV,8
My nips are cold &#128563;,8
My nudes are trash.....,8
My phone on 10% fml I still gotta get to the yellow sign lol #motivation lol btw I zoomed in 2x lol http://t.co/LayVBieIML,8
My pits be stankin from doin dem flows. Is hard on a ol colored body in da heat. Dem white women be pushy when day want dare flows fixed,8
My shift won't be over no time so in the mean time im doing what I have to go to get by. And if it means tweeting trash I will,8
My sister told me that I look like a bird. While my past told me that I look like an alien.,8
"My son is 9 and still has issues tying his shoes because he's barefoot all the time, in case you wanted to know my hillbilly status.",8
"My teacher always says ""Has a man ever abused his wife while using marijuana? Not unless she hides the Oreo cookies then she deserves it.""",8
"NBA, handle your zebras.",8
NEVERMIND I FOUND THEM. ...in the trash...,8
"NEW Nashville Noise! @LukeBryanOnline loves burgers, @DierksBentley honky tonks, and @ChrisYoungMusic grabs a pizza. http://t.co/sCCDyhE6EY",8
NFC South is trash juice,8
NJ-Sole Sole Sauce! Get those soles icy again! http://t.co/kL5KBdIBkh,8
"NYC Media last week: LOL, look at the flyover peckerwoods freaking out.

NYC Media now: BRING OUT YOUR DEAD.",8
Nah Electric Fairy Tale seems cool but I'd rather buy some drugs with that money,8
Nah. ITS OVER&gt; People don't tell #artists what do to. That's defies the definition of what WE ARE TRYING TO SHOW #youpeople. #retards #game7,8
National Review calls #gay marriage 'lawlessness' http://t.co/QpTreDa6yv #oregon #tcot #gop #NOM #lol #teabaggers,8
Nature's majesty is beautiful! *melts butter* RT @AP: PHOTO: Rare blue-colored red king crab caught in Alaska waters: http://t.co/Ia5kFoU2B3,8
"Never seen a tinted yellow tongue before. 

She just ate a lemon jolly rancher?",8
Never seen purple bird poop until today lol http://t.co/4Psdx11Uu1,8
Never turned my back on the birds,8
New @TimbersFC jersey should be yellow with a green chevron stripe like charlie brown's jersey,8
"New show announced in Lutsen, MN at Papa Charlies on December 11, 2010 http://artistdata.com/a/2oy4",8
"New show announced in Lutsen, MN at Papa Charlies on January 29, 2011 http://artistdata.com/a/33ck",8
New test makes your poop neon colored if you have colon cancer &#8594; http://t.co/GiGzo0ntpD,8
Next time you leave magic trash in my jacket try not to have your initials written on them. @whatupag http://t.co/tFV1cZtr,8
"Nicholas Rushlow, wearing lucky yellow shirt, nails ""theophylline"" - ""bitter crystalline compound extracted from tea leaves"" #spellingbee",8
Nike DC is trash.,8
Nipple banana monkey!,8
No cuz redskins are dumpster juice RT @trackinBlackKev: game of the week. still the best rivalry in sports,8
No girls no hoes just me myself and I,8
No more speculation. No more mock drafts. It's finally Draft Day. #BortlesKombat #StormWarning #BuiltByUCF #ChargeOn,8
"No one has even eaten a Twinkie in, like, decades.",8
Noap. Not taking them. RT @TiffNCompany: Maca root pills making my vagina do the wop,8
Nobody gives me a trophy cause I'm old and colored #FavStarTweets&#160;,8
Nope! It's just yellow OTL,8
Norwalk ghetto af lol all of a sudden everyone a dodger and raider fan,8
Nose goes on taking out the trash this time. &#128586; @caitnicole3 @CiCi_Phi,8
Not a word on Jihadi stream about the Kurdish female suicide bomber in Kobane. That story undermines their mythology on several levels.,8
Not allowed to play flappy bird around grandma because she swears at me to stop swearing lol,8
Not really sure how to describe what's happening here #eurotrash @mguiducci @nickbrown85 @ VIP Room http://t.co/WTS6nM3egc,8
"Not sure why #teabaggers would care about Nelson Mandela, being that he's one of 'them' if you know what I mean. #teaparty #tcot",8
"Not that I plan on dying soon, but I'm totally going to write Kenobi in as my sole heir. He's the only thing locally (under 94) I can trust",8
"Not ya grandma brownies, wink wink http://t.co/pZPI8RUQ4F",8
"Note the rocketeer removes cardboard from launcher and carries it to a trash bin before fleeing.
#TidyTerrorist

http://t.co/sb3U1XpeG4",8
"Note: Khorasan is the old Arabic name for parts of Iran, Afghanistan. Not an invention of modern Jihadis. #justsayin",8
Nothing good on TV and the @Yankees are eating their balls 3 innings in. Great.,8
Nothing more yokel MSU fan than to constantly reassess Izzo *aka our only consistent winner since D. Daugherty or Biggie flipping Munn*,8
"Nothing says teabagger like a millionaire complaining that they are broke, huh #HillaryClinton? #Hillary2016, give me a break, lol. #p2",8
Now I am seeing chatter among Jihadi fans taking credit for an alledged kidnapping of a Frenchman in #Algeria #France,8
Now I'm gook boy shawty http://t.co/LAAaHsTYeB,8
Now I'm listening to lil spook getting the good kinda sad Imma be single this fall I know you'll getting annoyed with me on your TL but aye,8
Now infuriated Jihadis are putting out murder requests on #Saudi fighter pilots who participated in the bombings in #Syria #ISIS,8
"Now, the Jihadi networks waking up &amp; claiming #Raqqa radio &#8220;confirmed&#8221; two planes shot down &amp; 1 pilot captured. #ISIS #Syria",8
OH NO @morningmika are you saying the Democrats lost the #teabagger vote? LMAO bobble head #morningjoe,8
Obama mocked the special Olympics Wendy Davis mocks the handicapped do ya see a pattern? Democrats #tcot #UniteBlue,8
Obama&#8217;s Newly Released Gitmo Jihadi Has Links To Terrorists In Syria http://t.co/MywaAFD1yB #tcot #pjnet,8
Obama's Hellfire missiles tend to vaporize Jihadis @BemetOr8 @PureMonotheist #UniteBlue,8
"Och hoe wonderbaarlijk dat Jan het alweer met n Marokkaanse BNer aan de stok heeft. Na Fatima, Lamyea, Tofik, nu ook Abdelka te min gevonden",8
Offensive line is trash,8
Officials: Jihadi Cockroaches Now Booking Tickets On Cruise Ships To Syria http://t.co/hWKfMe75kx http://t.co/rLTlVYGpTl,8
Oh I forgot we lived in the ghetto....#hoodrats,8
"Oh Yahweh, your hand is upon me, your shadow hovers over me.For your sake, The House of Ysrah'al mock me all day long http://t.co/wXEs0DQRP9",8
Oh it's coon bike week in Charlotte ok makes sense now,8
Oh man. This could be a serious first ever Chanel bag contender RT @evachen212 grape-colored Chanel bags http://t.co/q8ShjIFv,8
Oh my. There was an Oreo baked into that chocolate chip cookie. #surprise,8
Oh snap I'm just realizing this skinny tranny is Jared Leto. He's Wo unrecognizable with all that weight loss. Geez!!!,8
"Oh your gonna ruining your life just throwing it away smoking weed, but my test scores are higher than yours. . . . Just trash my life",8
Ok so not all the shows on Cartoon Network are complete trash. Stevm Universe is awwwwwesomeeeeee,8
"Okay, so maybe not every in #LosAngeles is evil. But I would 80% of the people I've encountered have been trash, another 10% barely human.",8
Omer Asik so trash on the offensive side of the floor dude real life murky doo doo water,8
Omg! The cutest little tinker bell ever &#10084;&#65039; http://t.co/vDajfVlwyP http://t.co/YpTz9O4SIS,8
Omgggggggggg Mila Kunis is so fing hot. F Sarah Marshall. She's like a bird anorexic.,8
"Omoide Yokocho : Shinjuku, Tokyo, Japan / Jap&#243;n by Lost in Japan, by Miguel Mich&#225;n http://t.co/7J2uXi5501",8
On a mission to find some zebra cakes,8
On the anniversary of 9/11 #ISIS &amp; Al Qaeda supporters each claim Ben Laden as their own as a show of their Jihadi authenticity #pathetic,8
On the secret Party mission! Live tweaking to mock FATPO.,8
"Once the brainwork is done on pacemakers at medical device companies, they call in the contract tinker toy engineers like SC_Troll
#stribpol",8
One man's trash is another's Transformer &#8594; http://t.co/lpYNVqWXXx,8
One mans trash is another mans treasure,8
One mans trash is another mans treasure #believe,8
"One more of tonight's dog walk sunset. AKA, invisible bird on a wire. #sunset #invisiblebird #wires http://t.co/ilTShXLYjd",8
One of @Mark_Schlabach best looks too. RT @McMurphyESPN: Charlie Weis couple months ago hanging w/Nelly http://t.co/yWvVg51z6w,8
"One of my favorite songs. ""There's a man on the shoreline with a white parakeet trying to make his bird go home."" http://t.co/bQ3CBIPk6s",8
One of the great treasures of living in San Diego is ready access to Mexican Twinkies made with real sugar and Mexican Coca Cola.,8
One of the world's most prominent Jihadi forums just got shut down &#8594; http://t.co/9vafK90DOU,8
Only Americans are degenerate enough to 'honor' their war dead by having a barbecue. Anyone who 'grills out' for Memorial Day is trash.,8
"Only Blood Can Satisfy The Hungry Flames Of R&#8217;hollor, Charlie Brown",8
Only in my hick town can you walk into a national sports bar and get Busch light in a can. SMH,8
"Oops, I just had a Freudian slit.",8
"Operation Ask Redhead Resolve, Charlie Brown. #rejectedpeanutsspecials",8
"Or ""don't vote for the cripple"" amirite? bigot MT @DawnnaDukes: Vote #VoteWendyDavis for Governor of Texas. http://t.co/LnAeW8CCoD",8
Or I'm vibing and they ask to see the aux cord knowing they bout to play some trash &#128530;,8
Or get swept in MoTown LOL #Yankees #Tigers #MLB,8
Or pollo,8
Or she just cant afford winter clothes RT @da_1eye_creep Summer hoe = winter Muslimah,8
Or their music is trash,8
Or when you're in my neighborhood RT @clairelea18: You know you're in the mexcian ghetto when... http://t.co/1Vq0OcrseV,8
"Oreo Ice Cream Sandwich http://t.co/RM0KsY99Bc""",8
"Oreo Shake, I want you.",8
Oreo milkshakes will forever remind me of @jay_ibarra95,8
Oreos and coffee for brunch. I do what I want!,8
Oreos are my life,8
Oriental rugs cause I'm flyer than a dove.,8
Oscar Taveras went yardie in his 2nd career MLB at bat. What a stud.,8
Other Jihadi news #ISIS executed #Kuwait preacher Redha Lari coz he was..&#8220;too extreme&#8221; &amp; hampered reconciliation with Nusra with his fatwas,8
Our female guinea pig is pregnant &#127882;&#127881;&#127873;&#128525;&#128525;&#128525;,8
"Out of day care, I'm taking a kitty nap on you hosers.",8
Overripe eggplants are not good eats. #UNCLEtweet,8
"PHILOSOPHY EXISTENTIALISM AND DEPTH and not trash pop

#MTVHottestLanaDelRey",8
PND is my jigga man.,8
"POLLOS A L'AST

Dos pollos estaban dando vueltas en una poller&#237;a mientras los estaban cocinando a l'ast, cuando... http://t.co/fXeEAJmyfZ",8
"PSA: Reduced Fat Oreos are waxy and don't soften properly when dunked in milk. STAY AWAY FROM THEM, THEY'RE UNNATURAL! #DietSchmiet @Oreo",8
Paceys just told me about how flash was touching himself and he was turning yellow and black.. #whatwashedoing &#128514;&#128514;,8
Padre /Yankee/Angel fans need to stfu,8
"Palin mocks Obama, on Russia rhetorically asks ""who could have seen this coming,"" the crowd goes wild #CPAC2014",8
Panda Express is so trash but I wanted Chinese and didn't feel like gettin out the car,8
Parents Television Council: 'Scandal' sex scene after Charlie Brown was not OK | http://t.co/y3GnT4l7vc,8
"Parodies of Jihadi songs - more effective than asinine ""Muslims should condemn"" http://t.co/M6cNV3YsmV #HumorIsAWeapon",8
Parsons trash,8
Peace my friend..Only Peace..I am not your enemy..Dont say that word again..Look at my Facebook wall..One of my best friends ever was a Moor,8
Penn State tryna slant and screen all the way down the field lol,8
People are so uncivilized.,8
People be so angry tonight on dis here tweeter. It hard for a colored man to see all dis anger. Like bein in a waffle house in Mississippi,8
People who chose the country over the City are miserable trash. They deserve neither respect nor consideration. They are less than scum.,8
People who don't put their blinkers on seriously just need to crash into a pole or something &#128548; #moveoutmyway#bitch,8
